PART_SK,P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,START_DATE,END_DATE,IS_CURRENT,RECORD_SOURCE
1568,1036,misty lawn navajo peach thistle,Manufacturer#3,Brand#35,MEDIUM BRUSHED COPPER,46,WRAP BAG,937.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1569,1037,burnished frosted chocolate aquamarine ivory,Manufacturer#1,Brand#15,ECONOMY ANODIZED STEEL,36,JUMBO JAR,938.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1570,1038,sandy lavender rosy metallic salmon,Manufacturer#4,Brand#44,STANDARD BRUSHED STEEL,40,WRAP CAN,939.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1571,1039,turquoise firebrick mint bisque spring,Manufacturer#3,Brand#34,MEDIUM PLATED TIN,32,MED BAG,940.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1572,1040,floral misty smoke royal puff,Manufacturer#3,Brand#31,MEDIUM BRUSHED STEEL,40,WRAP PKG,941.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1573,1041,royal blanched blue peru ghost,Manufacturer#5,Brand#54,LARGE ANODIZED NICKEL,12,WRAP CAN,942.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1574,1042,almond bisque steel rosy burlywood,Manufacturer#3,Brand#32,ECONOMY BURNISHED NICKEL,42,JUMBO BAG,943.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1575,1043,seashell lace magenta spring chiffon,Manufacturer#4,Brand#41,ECONOMY BURNISHED COPPER,32,SM CAN,944.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1576,1044,dodger papaya goldenrod antique brown,Manufacturer#2,Brand#25,STANDARD PLATED TIN,25,MED CAN,945.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1577,1045,aquamarine light lemon sandy khaki,Manufacturer#3,Brand#35,ECONOMY ANODIZED STEEL,24,JUMBO CASE,946.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1578,1046,lime cornflower indian dark chiffon,Manufacturer#2,Brand#23,SMALL POLISHED STEEL,33,MED JAR,947.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1579,1047,cornflower hot lace navy chocolate,Manufacturer#5,Brand#54,STANDARD ANODIZED BRASS,18,LG DRUM,948.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1580,1048,deep turquoise light pale saddle,Manufacturer#2,Brand#24,MEDIUM BRUSHED STEEL,50,LG PACK,949.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1581,1049,goldenrod dodger cyan orchid bisque,Manufacturer#5,Brand#52,SMALL BRUSHED NICKEL,2,LG CASE,950.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1582,1050,purple cornsilk navajo firebrick burlywood,Manufacturer#3,Brand#34,STANDARD BRUSHED BRASS,4,MED CASE,951.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1583,1051,orchid lemon almond yellow linen,Manufacturer#1,Brand#15,ECONOMY POLISHED BRASS,12,MED PKG,952.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1584,1052,dodger wheat steel grey sky,Manufacturer#5,Brand#55,PROMO PLATED TIN,11,WRAP CASE,953.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1585,1053,rosy cornsilk beige mint plum,Manufacturer#5,Brand#54,ECONOMY BRUSHED TIN,19,LG JAR,954.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1586,1054,sky smoke mint floral metallic,Manufacturer#2,Brand#24,LARGE BRUSHED STEEL,35,LG CAN,955.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1587,1055,slate wheat steel chiffon royal,Manufacturer#1,Brand#14,LARGE POLISHED COPPER,18,MED BAG,956.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1588,1056,coral peach medium pale light,Manufacturer#4,Brand#43,MEDIUM ANODIZED COPPER,13,JUMBO PKG,957.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1589,1057,tomato linen papaya khaki plum,Manufacturer#1,Brand#12,ECONOMY PLATED BRASS,25,LG BOX,958.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1590,1058,salmon blue almond red aquamarine,Manufacturer#5,Brand#53,ECONOMY ANODIZED COPPER,24,MED DRUM,959.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1591,1059,orange ghost firebrick peru cornsilk,Manufacturer#4,Brand#43,MEDIUM ANODIZED TIN,40,JUMBO BOX,960.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1592,1060,dark indian snow cornflower cream,Manufacturer#3,Brand#33,STANDARD POLISHED BRASS,46,SM CASE,961.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1593,1061,pink beige orange pale powder,Manufacturer#1,Brand#15,MEDIUM BURNISHED TIN,50,LG BAG,962.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1594,1062,floral aquamarine olive red spring,Manufacturer#1,Brand#12,LARGE POLISHED TIN,12,JUMBO DRUM,963.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1595,1063,lavender thistle navajo grey tan,Manufacturer#5,Brand#55,SMALL BURNISHED BRASS,42,MED BAG,964.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1596,1064,frosted orchid blanched seashell steel,Manufacturer#3,Brand#31,SMALL PLATED NICKEL,4,SM PKG,965.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1597,1065,coral beige sandy olive steel,Manufacturer#4,Brand#43,STANDARD PLATED TIN,14,JUMBO CASE,966.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1598,1066,khaki spring ghost orchid metallic,Manufacturer#3,Brand#31,SMALL BURNISHED NICKEL,30,SM CASE,967.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1599,1067,medium brown blanched grey chocolate,Manufacturer#3,Brand#33,SMALL BRUSHED BRASS,39,MED BOX,968.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1600,1068,antique rosy frosted almond tan,Manufacturer#1,Brand#11,ECONOMY ANODIZED NICKEL,33,MED BOX,969.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1601,1069,mint linen seashell khaki bisque,Manufacturer#5,Brand#55,SMALL PLATED TIN,1,LG DRUM,970.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1602,1070,lawn mint deep dim blush,Manufacturer#4,Brand#45,SMALL POLISHED BRASS,31,WRAP DRUM,971.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1603,1071,pink orchid tan cyan navy,Manufacturer#2,Brand#22,SMALL BURNISHED STEEL,23,WRAP DRUM,972.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1604,1072,floral cornsilk grey purple saddle,Manufacturer#2,Brand#22,LARGE ANODIZED BRASS,31,SM PACK,973.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1605,1073,midnight cyan bisque white yellow,Manufacturer#2,Brand#22,MEDIUM BRUSHED BRASS,14,LG PACK,974.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1606,1074,midnight peach purple coral azure,Manufacturer#5,Brand#53,STANDARD ANODIZED NICKEL,46,LG PACK,975.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1607,1075,cream honeydew burlywood light pale,Manufacturer#2,Brand#21,LARGE ANODIZED NICKEL,33,LG PACK,976.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1608,1076,lime black dim lemon mint,Manufacturer#1,Brand#13,PROMO BRUSHED BRASS,18,JUMBO CASE,977.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1609,1077,gainsboro navajo mint cornflower grey,Manufacturer#4,Brand#41,STANDARD ANODIZED TIN,49,MED BAG,978.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1610,1078,blanched misty turquoise black plum,Manufacturer#4,Brand#41,SMALL BRUSHED NICKEL,22,WRAP CAN,979.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1611,1079,plum chartreuse hot beige lime,Manufacturer#2,Brand#25,STANDARD ANODIZED COPPER,22,SM CASE,980.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1612,1080,khaki light black ghost yellow,Manufacturer#5,Brand#52,STANDARD PLATED COPPER,21,JUMBO PKG,981.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1613,1081,dark powder hot chartreuse moccasin,Manufacturer#1,Brand#15,PROMO POLISHED NICKEL,44,SM PKG,982.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1614,1082,cream magenta lavender firebrick purple,Manufacturer#1,Brand#11,SMALL ANODIZED TIN,45,JUMBO PKG,983.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1615,1083,almond khaki chartreuse hot seashell,Manufacturer#1,Brand#11,ECONOMY PLATED COPPER,20,JUMBO CASE,984.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1616,1084,gainsboro blanched chiffon orchid dim,Manufacturer#2,Brand#22,STANDARD BRUSHED TIN,10,JUMBO BAG,985.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1617,1085,floral frosted seashell light red,Manufacturer#4,Brand#45,PROMO PLATED COPPER,26,LG CAN,986.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1618,1086,wheat lemon powder seashell green,Manufacturer#4,Brand#45,LARGE BRUSHED COPPER,49,SM DRUM,987.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1619,1087,purple maroon cornflower red thistle,Manufacturer#4,Brand#42,LARGE ANODIZED COPPER,32,MED CASE,988.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1620,1088,turquoise papaya dim hot navajo,Manufacturer#3,Brand#35,SMALL ANODIZED STEEL,7,MED CAN,989.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1621,1089,slate goldenrod purple peach dim,Manufacturer#2,Brand#24,LARGE BURNISHED TIN,26,WRAP CASE,990.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1622,1090,floral spring navy misty azure,Manufacturer#1,Brand#13,SMALL PLATED TIN,6,MED PKG,991.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1623,1091,midnight blue misty steel ghost,Manufacturer#2,Brand#22,LARGE BURNISHED STEEL,45,SM PKG,992.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1624,1092,sienna dodger olive misty deep,Manufacturer#1,Brand#12,STANDARD ANODIZED BRASS,3,SM PKG,993.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1625,1093,green azure puff metallic lace,Manufacturer#2,Brand#25,STANDARD ANODIZED TIN,9,JUMBO BOX,994.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1626,1094,papaya moccasin powder rose bisque,Manufacturer#4,Brand#42,SMALL ANODIZED COPPER,2,SM PKG,995.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1627,1095,green blue royal coral indian,Manufacturer#3,Brand#35,MEDIUM BURNISHED TIN,24,JUMBO DRUM,996.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1628,1096,frosted burlywood honeydew pink lawn,Manufacturer#5,Brand#51,SMALL PLATED NICKEL,33,LG DRUM,997.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1629,1097,dim antique dark blanched pink,Manufacturer#3,Brand#31,ECONOMY BRUSHED STEEL,1,JUMBO CASE,998.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1630,1098,lace hot bisque firebrick lawn,Manufacturer#2,Brand#21,ECONOMY POLISHED STEEL,44,JUMBO BAG,999.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1631,1099,coral orchid grey lavender misty,Manufacturer#3,Brand#32,PROMO PLATED COPPER,43,LG DRUM,1000.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1632,1100,lawn navajo white honeydew steel,Manufacturer#4,Brand#41,ECONOMY BRUSHED STEEL,8,MED PKG,1001.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1633,1101,burlywood moccasin steel grey powder,Manufacturer#5,Brand#53,STANDARD POLISHED BRASS,21,JUMBO BOX,1002.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1634,1102,peach chocolate burnished steel khaki,Manufacturer#4,Brand#45,PROMO PLATED COPPER,21,SM CAN,1003.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1635,1103,midnight chocolate slate rosy lace,Manufacturer#5,Brand#53,ECONOMY ANODIZED BRASS,35,LG DRUM,1004.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1636,1104,navajo goldenrod powder grey violet,Manufacturer#2,Brand#23,MEDIUM BRUSHED TIN,22,MED BAG,1005.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1637,1105,brown olive black seashell lavender,Manufacturer#2,Brand#25,MEDIUM PLATED COPPER,7,JUMBO DRUM,1006.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1638,1106,brown floral light black orchid,Manufacturer#1,Brand#14,MEDIUM ANODIZED TIN,25,WRAP BAG,1007.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1639,1107,forest sandy wheat blue snow,Manufacturer#3,Brand#34,ECONOMY BRUSHED COPPER,47,LG DRUM,1008.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1640,1108,azure dark sienna black wheat,Manufacturer#1,Brand#13,MEDIUM POLISHED BRASS,24,WRAP CASE,1009.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1641,1109,azure lime gainsboro orchid firebrick,Manufacturer#5,Brand#54,ECONOMY BURNISHED NICKEL,13,JUMBO PACK,1010.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1642,1110,light lavender smoke gainsboro pink,Manufacturer#4,Brand#44,STANDARD BURNISHED TIN,41,WRAP CAN,1011.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1643,1111,sienna powder magenta peach drab,Manufacturer#1,Brand#11,LARGE BRUSHED COPPER,41,WRAP CAN,1012.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1644,1112,orchid dodger blush seashell chiffon,Manufacturer#1,Brand#11,MEDIUM BRUSHED COPPER,21,JUMBO CASE,1013.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1645,1113,cornflower navy smoke chartreuse snow,Manufacturer#3,Brand#33,ECONOMY BURNISHED STEEL,39,SM PACK,1014.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1646,1114,lime moccasin seashell orange coral,Manufacturer#4,Brand#43,LARGE POLISHED COPPER,43,MED DRUM,1015.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1647,1115,green saddle bisque goldenrod peach,Manufacturer#2,Brand#24,PROMO PLATED NICKEL,47,LG CAN,1016.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1648,1116,saddle tan cyan red navajo,Manufacturer#3,Brand#34,ECONOMY ANODIZED TIN,49,JUMBO CASE,1017.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1649,1117,salmon saddle mint snow antique,Manufacturer#1,Brand#13,PROMO BURNISHED COPPER,28,WRAP PACK,1018.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1650,1118,midnight yellow steel dodger rose,Manufacturer#5,Brand#55,SMALL POLISHED NICKEL,37,SM BOX,1019.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1651,1119,brown mint lavender moccasin slate,Manufacturer#1,Brand#14,ECONOMY BRUSHED NICKEL,24,WRAP JAR,1020.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1652,1120,steel slate black purple indian,Manufacturer#2,Brand#22,SMALL PLATED TIN,1,MED CASE,1021.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1653,1121,rose lemon sky beige aquamarine,Manufacturer#3,Brand#35,LARGE BRUSHED STEEL,25,LG JAR,1022.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1654,1122,tomato thistle grey slate dark,Manufacturer#4,Brand#44,STANDARD BRUSHED NICKEL,7,SM BAG,1023.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1655,1123,olive lavender saddle green grey,Manufacturer#2,Brand#23,ECONOMY BURNISHED NICKEL,29,WRAP BAG,1024.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1656,1124,green magenta lime dim brown,Manufacturer#2,Brand#22,MEDIUM BURNISHED TIN,23,WRAP JAR,1025.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1657,1125,peach deep cornflower thistle brown,Manufacturer#2,Brand#23,SMALL PLATED NICKEL,12,WRAP DRUM,1026.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1658,1126,sky chartreuse drab violet goldenrod,Manufacturer#2,Brand#23,MEDIUM BURNISHED TIN,27,LG PACK,1027.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1659,1127,black drab deep blue maroon,Manufacturer#2,Brand#22,SMALL PLATED STEEL,37,SM PKG,1028.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1660,1128,grey tan lawn violet cornflower,Manufacturer#5,Brand#52,STANDARD POLISHED STEEL,19,SM CAN,1029.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1661,1129,tan orchid yellow hot rosy,Manufacturer#4,Brand#44,SMALL ANODIZED TIN,45,SM JAR,1030.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1662,1130,beige blue wheat medium khaki,Manufacturer#4,Brand#45,STANDARD PLATED STEEL,27,SM DRUM,1031.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1663,1131,aquamarine maroon coral blanched steel,Manufacturer#3,Brand#33,MEDIUM PLATED STEEL,49,WRAP BOX,1032.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1664,1132,blanched rose black lawn dark,Manufacturer#2,Brand#22,STANDARD PLATED TIN,19,SM PKG,1033.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1665,1133,aquamarine thistle pink cornflower pale,Manufacturer#5,Brand#51,SMALL ANODIZED TIN,43,JUMBO PKG,1034.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1666,1134,sandy antique papaya forest powder,Manufacturer#1,Brand#14,PROMO PLATED BRASS,10,SM PACK,1035.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1667,1135,forest beige turquoise maroon purple,Manufacturer#1,Brand#13,MEDIUM PLATED STEEL,27,WRAP JAR,1036.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1668,1136,floral ivory drab cyan black,Manufacturer#4,Brand#41,PROMO POLISHED NICKEL,38,SM JAR,1037.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1669,1137,misty deep moccasin chocolate cyan,Manufacturer#4,Brand#44,LARGE PLATED BRASS,21,WRAP JAR,1038.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1670,1138,magenta frosted gainsboro forest orchid,Manufacturer#1,Brand#14,SMALL PLATED NICKEL,30,LG PKG,1039.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1671,1139,ghost violet wheat saddle almond,Manufacturer#4,Brand#41,ECONOMY BRUSHED TIN,13,WRAP CASE,1040.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1672,1140,navy sky dark snow peach,Manufacturer#1,Brand#15,LARGE BURNISHED BRASS,22,SM DRUM,1041.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1673,1141,orchid lemon grey brown moccasin,Manufacturer#5,Brand#52,LARGE BURNISHED TIN,45,JUMBO CASE,1042.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1674,1142,violet plum burlywood navajo cyan,Manufacturer#4,Brand#44,ECONOMY ANODIZED NICKEL,36,LG CAN,1043.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1675,1143,navajo lawn cornsilk firebrick magenta,Manufacturer#2,Brand#22,MEDIUM POLISHED COPPER,20,LG CAN,1044.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1676,1144,saddle plum lace powder slate,Manufacturer#2,Brand#25,ECONOMY PLATED NICKEL,23,WRAP JAR,1045.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1677,1145,dim black maroon grey cornsilk,Manufacturer#2,Brand#24,PROMO ANODIZED NICKEL,30,SM PACK,1046.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1678,1146,papaya metallic royal peach seashell,Manufacturer#2,Brand#23,STANDARD BURNISHED NICKEL,26,SM PKG,1047.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1679,1147,smoke firebrick yellow dark cornsilk,Manufacturer#1,Brand#15,ECONOMY BURNISHED BRASS,14,MED CASE,1048.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1680,1148,smoke medium chartreuse orchid light,Manufacturer#5,Brand#52,MEDIUM ANODIZED TIN,8,SM PKG,1049.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1681,1149,peru sky almond aquamarine drab,Manufacturer#4,Brand#42,STANDARD POLISHED BRASS,35,MED BOX,1050.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1682,1150,orange tomato maroon puff pale,Manufacturer#2,Brand#21,LARGE POLISHED TIN,20,WRAP CAN,1051.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1683,1151,drab cyan orange blush forest,Manufacturer#4,Brand#44,ECONOMY POLISHED NICKEL,23,MED PACK,1052.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1684,1152,navy turquoise antique bisque cyan,Manufacturer#5,Brand#52,PROMO BRUSHED TIN,32,LG BAG,1053.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1685,1153,black metallic tomato khaki rosy,Manufacturer#5,Brand#54,MEDIUM BRUSHED TIN,35,LG CAN,1054.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1686,1154,peach peru black pale floral,Manufacturer#1,Brand#15,STANDARD BURNISHED NICKEL,8,JUMBO DRUM,1055.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1687,1155,light honeydew moccasin spring turquoise,Manufacturer#2,Brand#22,MEDIUM PLATED STEEL,40,LG BOX,1056.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1688,1156,frosted blue ghost purple coral,Manufacturer#5,Brand#55,LARGE PLATED BRASS,8,JUMBO CASE,1057.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1689,1157,chartreuse lawn peru peach cornflower,Manufacturer#2,Brand#21,SMALL ANODIZED STEEL,1,JUMBO PKG,1058.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1690,1158,salmon rosy goldenrod dodger violet,Manufacturer#2,Brand#21,LARGE PLATED COPPER,16,LG BOX,1059.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1691,1159,tan sky gainsboro green orange,Manufacturer#1,Brand#13,ECONOMY POLISHED BRASS,9,SM BAG,1060.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1692,1160,spring linen antique papaya yellow,Manufacturer#3,Brand#33,SMALL BRUSHED STEEL,3,JUMBO DRUM,1061.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1693,1161,sienna peach steel green light,Manufacturer#4,Brand#41,LARGE PLATED STEEL,2,WRAP PKG,1062.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1694,1162,peach wheat dark sandy chartreuse,Manufacturer#5,Brand#54,LARGE BURNISHED BRASS,49,LG CAN,1063.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1695,1163,moccasin drab olive metallic papaya,Manufacturer#3,Brand#33,LARGE BRUSHED BRASS,13,LG PACK,1064.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1696,1164,lavender hot ivory chartreuse burlywood,Manufacturer#5,Brand#52,STANDARD ANODIZED STEEL,6,LG PACK,1065.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
